exp_id,epoch,timestamp,duration,val_loss,val_miou,val_iou_0,val_iou_1,val_iou_2,val_iou_3,train_loss,train_miou,train_iou_0,train_iou_1,train_iou_2,train_iou_3
0,1,2025-12-14 11:02:56,8.638601779937744,0.4385455765295774,0.2160482804232709,0.8641931216930836,0.0,0.0,0.0,0.7422877580691607,0.17976336320854447,0.7184770210456073,0.0,3.710712827932869e-05,0.0005393246602912274
0,2,2025-12-14 11:03:09,9.357369661331177,0.4253568798303604,0.22122464726630417,0.8848985890652167,0.0,0.0,0.0,0.6785027583440145,0.20380440804051875,0.815217632162075,0.0,0.0,0.0
0,3,2025-12-14 11:03:20,8.633898496627808,0.4253568798303604,0.22122464726630417,0.8848985890652167,0.0,0.0,0.0,0.6588060626616845,0.20611857985121831,0.8244743194048733,0.0,0.0,0.0
0,4,2025-12-14 11:03:30,9.2038893699646,0.4253568798303604,0.22122464726630417,0.8848985890652167,0.0,0.0,0.0,0.6688670133933042,0.20611857985121831,0.8244743194048733,0.0,0.0,0.0
0,5,2025-12-14 11:03:42,10.523927211761475,0.4253568798303604,0.22122464726630417,0.8848985890652167,0.0,0.0,0.0,0.6482102274894714,0.20611857985121831,0.8244743194048733,0.0,0.0,0.0
0,6,2025-12-14 11:03:51,6.619699478149414,0.4253568798303604,0.22122464726630417,0.8848985890652167,0.0,0.0,0.0,0.6702457681680337,0.20611857985121831,0.8244743194048733,0.0,0.0,0.0
0,7,2025-12-14 11:04:02,8.701024770736694,0.4253568798303604,0.22122464726630417,0.8848985890652167,0.0,0.0,0.0,0.672451166006235,0.20611857985121831,0.8244743194048733,0.0,0.0,0.0
0,8,2025-12-14 11:04:14,9.739781856536865,0.4253568798303604,0.22122464726630417,0.8848985890652167,0.0,0.0,0.0,0.674903446283096,0.20611857985121831,0.8244743194048733,0.0,0.0,0.0
0,9,2025-12-14 11:04:23,6.526678085327148,0.4253568798303604,0.22122464726630417,0.8848985890652167,0.0,0.0,0.0,0.6654473222219027,0.20611857985121831,0.8244743194048733,0.0,0.0,0.0
0,10,2025-12-14 11:04:36,10.400599002838135,0.4253568798303604,0.22122464726630417,0.8848985890652167,0.0,0.0,0.0,0.6652103372109242,0.20611857985121831,0.8244743194048733,0.0,0.0,0.0
0,11,2025-12-14 11:04:45,7.373112201690674,0.4253568798303604,0.22122464726630417,0.8848985890652167,0.0,0.0,0.0,0.6665709140973214,0.20611857985121831,0.8244743194048733,0.0,0.0,0.0
0,12,2025-12-14 11:04:56,8.912111282348633,0.4253568798303604,0.22122464726630417,0.8848985890652167,0.0,0.0,0.0,0.669253525061485,0.20611857985121831,0.8244743194048733,0.0,0.0,0.0
0,13,2025-12-14 11:05:08,9.094316244125366,0.4253568798303604,0.22122464726630417,0.8848985890652167,0.0,0.0,0.0,0.6751687052922372,0.20611857985121831,0.8244743194048733,0.0,0.0,0.0
0,14,2025-12-14 11:05:17,6.256314992904663,0.4253568798303604,0.22122464726630417,0.8848985890652167,0.0,0.0,0.0,0.6772325955904447,0.20611857985121831,0.8244743194048733,0.0,0.0,0.0
0,15,2025-12-14 11:05:28,8.3120698928833,0.4253568798303604,0.22122464726630417,0.8848985890652167,0.0,0.0,0.0,0.6776177898431436,0.20611857985121831,0.8244743194048733,0.0,0.0,0.0
0,16,2025-12-14 11:05:40,9.827897787094116,0.4253568798303604,0.22122464726630417,0.8848985890652167,0.0,0.0,0.0,0.6625780616051111,0.20611857985121831,0.8244743194048733,0.0,0.0,0.0
0,17,2025-12-14 11:05:49,9.593434810638428,0.4253568798303604,0.22122464726630417,0.8848985890652167,0.0,0.0,0.0,0.6693909978255247,0.20611857985121831,0.8244743194048733,0.0,0.0,0.0
1,1,2025-12-14 11:06:01,9.015872955322266,0.5290627777576447,0.21173526929894465,0.6566649152951223,0.19027616190065638,0.0,0.0,0.6928825332568243,0.18431037192492186,0.5501335856377024,0.1849174648367484,0.00018764333866147317,0.002002793886575135
1,2,2025-12-14 11:06:11,6.2476723194122314,0.4896654188632965,0.2516942687189661,0.8210123833075923,0.18576469156827213,0.0,0.0,0.6201269901715792,0.21062622396851804,0.6369735795024463,0.2055313163716259,0.0,0.0
1,3,2025-12-14 11:06:23,8.395151853561401,0.4802398979663849,0.27460162424608237,0.8315371049463542,0.2668693920379753,0.0,0.0,0.6214315746075068,0.21742111041440407,0.6720066606071979,0.1976777810504183,0.0,0.0
1,4,2025-12-14 11:06:34,8.043403148651123,0.5305938795208931,0.20572304233705296,0.5985118036997918,0.22438036564841995,0.0,0.0,0.6157672963081262,0.26185362745094154,0.7995517882142437,0.2478627215895225,0.0,0.0
